,mp_id,diel,gap,diel_completed_at,gap_completed_at,completed_at
Sr3ZnPtO6,mp-6730,12.974181713333332,4.4818,275369.01,275030.314,275369.01
Li14P2(N2O)3,mp-1020011,9.45231615,5.229,275700.207,272765.999,275700.207
Mg2Al2Se5,mp-29624,9.261363153333336,2.1506,276063.298,274777.36,276063.298
K2SnO2,mp-752692,7.8674170900000036,2.4138,276257.36600000004,252791.114,276257.36600000004
MgO,mp-1265,9.65229187,6.469899999999999,277402.612,277964.674,277964.674
Rb2MoO4,mp-19212,5.983047303333333,6.0182,280420.755,278281.04500000004,280420.755
PRhS,mp-1219924,20.59652146,2.460700000000001,280728.413,282406.832,282406.832
Be(CoO2)2,mp-770957,9.67329246,3.948100000000001,279588.98,282949.81,282949.81
LaTiSbO6,mp-1222719,21.227399883333334,4.5562000000000005,283336.021,281972.314,283336.021
CsCuSe4,mp-17095,12.79340712,1.4539999999999995,284373.76,278821.87,284373.76
CsTa(PO4)2,mp-559118,8.31474536,5.027,286962.164,286191.733,286962.164
SrBe3O4,mp-27791,8.461105853333335,5.728899999999999,287754.333,285974.148,287754.333
Li3AlSiO5,mp-1020023,6.0984906500000005,6.718,289919.027,276170.934,289919.027
ScAgO2,mp-11022,13.270337916666666,3.711500000000001,290552.275,289590.86100000003,290552.275
Ti6O,mp-554098,1.00044268,0.0,292216.737,291582.712,292216.737
Al2CdS4,mp-5928,7.908335633333333,4.1147,293722.055,293457.7,293722.055
Cs2SO4,mp-505782,6.27986677,7.1987000000000005,293965.661,283844.619,293965.661
Ag3(PO4)2,mp-36383,1.08129858,0.0,295154.045,293245.17000000004,295154.045
Al2PbS4,mp-1103722,15.50518605,3.4753,296460.601,295654.008,296460.601
K3Ta3(BO6)2,mp-9870,37.46800092,4.1539,297208.16,292262.478,297208.16
Zr2SeN2,mp-1079726,23.668829646666666,1.1629000000000005,298872.471,297777.361,298872.471
Ba2YBiO6,mp-23137,25.91483056,3.6009,299018.711,298729.517,299018.711
LaTaTiO6,mp-1222878,49.54062390333333,4.5288,299403.482,263084.515,299403.482
K2Zr(PO4)2,mp-1223853,8.955122223333333,6.6426,300022.38,298403.338,300022.38
ScAg(PSe3)2,mp-13383,11.763212133333331,2.3790000000000004,300060.76,297645.983,300060.76
CsV3(SeO6)2,mp-18545,14.369138686666664,3.4833000000000003,300124.777,295911.924,300124.777
Ba2Ge2Se5,mp-18335,12.722574546666667,2.0922,302250.379,262039.577,302250.379
Cu2O,mp-361,10.58274416,2.1232999999999995,302809.507,304121.906,304121.906
HgSe,mp-820,42.66827793,0.0,304703.335,304426.188,304703.335
KCuS,mp-28270,6.213381653333334,2.9255,302217.607,305750.464,305750.464
Al4Bi2O9,mp-23426,13.70203063,3.907,305809.402,303433.295,305809.402
Nb3Al(PO4)6,mp-1220763,10.476734280000002,4.2502,306683.772,248875.567,306683.772
ZnS2,mp-1102743,16.492882610000002,2.7328,309419.107,307513.572,309419.107
ScSb3Pb4O13,mp-1219278,20.852394773333334,2.4676,310230.689,306580.75,310230.689
Ga4Bi2O9,mp-23519,18.820964126666667,4.3316,315714.85,307330.543,315714.85
TlV2AgO6,mp-18853,12.058794866666666,3.0478,316101.512,312284.213,316101.512
CsNa3TiO4,mp-18182,7.458882229999999,5.161,316710.611,289788.087,316710.611
Na5P3O10,mp-3928,6.061922046666666,6.5077,316974.551,270925.346,316974.551
CuAsPbS3,mp-628643,18.341127936666663,1.6469999999999994,318271.964,308133.495,318271.964
IrSe2,mp-1361,22.695158033333332,0.7067999999999994,320055.353,324549.331,324549.331
Ba2Ti(SiO4)2,mp-6081,11.96903428,5.7955,325321.215,322739.791,325321.215
Nb3VS6,mp-15958,1.0297001466666666,0.1559999999999997,324676.363,327040.675,327040.675
Rb2SiP4O13,mp-557355,5.847551576666666,7.250900000000001,334458.369,265182.75800000003,334458.369
GaAsO4,mp-3996,6.010428886666667,5.121499999999999,334627.665,331304.141,334627.665
Nb2Se4O13,mp-29193,1.68320821,3.5674,334635.323,313741.067,334635.323
KSbO3,mp-547792,8.1470469,4.4699,335072.381,334064.289,335072.381
Ba4InSbO8,mp-1228129,16.61934083,4.082599999999999,339535.576,337632.585,339535.576
RbCO2,mp-555512,6.0593464133333335,6.0615,339795.541,332111.372,339795.541
NaPS3,mp-1189520,7.210562036666667,3.1076000000000006,339947.102,335417.856,339947.102
Ba3Hf2O7,mp-754128,25.197675356666668,5.128699999999999,342568.396,334178.736,342568.396
Ba3Nb2CdO9,mp-1214502,53.906871003333336,4.3425,343900.142,343018.56,343900.142
Ba2CdOsO6,mp-1206134,24.55763178,0.0,344156.876,344380.02,344380.02
In2Pd8Se,mp-1102524,1.17047183,0.0,342824.492,346372.867,346372.867
Ba(YSe2)2,mp-1193099,14.444256176666666,2.1467,346464.243,339606.8,346464.243
Y2S3,mp-541289,15.516501363333331,2.2833,346808.982,320701.224,346808.982
AlAgO2,mp-9631,10.503216023333334,2.971000000000001,349024.525,347807.671,349024.525
K2CdP2O7,mp-554382,8.57609389,5.8914,349506.66,331639.918,349506.66
Ca(AuO2)2,mp-2898,10.67558469,3.3212,351029.794,351393.538,351393.538
ReTeS,mp-5222,17.77544398,0.9002999999999997,356211.259,354556.922,356211.259
Rb3TlO3,mp-28380,8.707854313333334,2.8663,356262.504,329029.904,356262.504
Ca2ScSbO6,mp-1189528,17.23835777,5.618699999999999,356710.571,350205.375,356710.571
Na6Be8O11,mp-28559,8.231588583333334,5.3331,359042.003,346332.099,359042.003
Sr3(BO3)2,mp-16432,9.30210934,6.3921,362307.392,360697.973,362307.392
Y2GeO5,mp-561441,11.335384053333332,5.8481,363486.312,323099.103,363486.312
Na2ScPCO7,mp-767518,6.6274078633333335,6.640899999999999,363838.881,356090.977,363838.881
NaCuSe,mp-7433,25.26365887333333,1.2708999999999997,364584.221,362402.463,364584.221
K2ZrGe2O7,mp-16871,12.698355926666668,5.9415,367068.105,348293.161,367068.105
BaTl2O4,mp-754897,19.43049627,1.3917000000000002,367403.449,361833.792,367403.449
Na3InS3,mp-29375,8.243790310000001,3.392,368355.669,358975.535,368355.669
CsAu3Se2,mp-9386,8.541544159999999,2.375,371812.748,371183.8,371812.748
TlPd3O4,mp-5478,16.68322233,2.6539,371676.867,372230.725,372230.725
Na2PtO2,mp-22313,8.803855033333333,3.1265,376194.747,376579.912,376579.912
RbSiBiS4,mp-560051,22.84752295666667,3.0805,376729.923,366393.212,376729.923
NaCNO,mp-546500,4.376060296666666,5.9209,377712.704,378079.269,378079.269
Ti6P2O,mp-1217052,1.007350566666667,0.0,376523.666,379447.874,379447.874
K3MgPCO7,mp-768670,7.640993333333333,6.6128,380331.183,367719.534,380331.183
AlAgSnSe4,mp-1228963,10.892111843333334,1.9732000000000005,385389.157,384013.488,385389.157
NaVCdO4,mp-19449,10.382492873333332,4.4989,387116.703,386465.169,387116.703
Li8SnO6,mp-4527,11.242453356666667,5.8279,389886.184,385530.504,389886.184
Cd(InS2)2,mp-559200,12.25728813,2.3522000000000003,391084.407,389372.873,391084.407
Ba2InCuO4,mp-1228360,17.42125294,3.2033,391561.183,391912.733,391912.733
Ag2O,mp-353,7.93275266,1.2175000000000002,392588.39,392320.138,392588.39
Ba(IrO3)2,mp-674187,12.927787663333334,0.0,395794.236,382045.523,395794.236
Tl2B2Se7,mp-16183,13.741926200000002,2.0636000000000005,396480.781,389982.685,396480.781
YAgS2,mp-1207671,17.94378657,2.6482,396484.126,370347.612,396484.126
Rb3SbS3,mp-1193319,7.5468768,3.5697,397800.536,393222.685,397800.536
B10(Pb2O7)3,mp-27184,9.604073780000004,4.575900000000001,399840.636,347185.078,399840.636
K2RuO5,mp-1201514,7.79257555,2.1703,401725.321,383302.384,401725.321
NaHfScO4,mp-1220764,17.218711076666665,5.8545,401902.667,383348.438,401902.667
Na3AsO4,mp-756044,4.6499331433333335,5.126,402481.78,397894.485,402481.78
Tl2SiS3,mp-8190,19.24153927333333,2.745,404115.729,399002.233,404115.729
Cs2NbCuSe4,mp-15223,6.877880936666666,2.5667,374544.267,405519.064,405519.064
GePbO3,mp-554699,10.367858813333337,4.0355,407268.181,349757.38,407268.181
TaBO4,mp-4624,14.016480003333331,5.2371,410933.977,410779.179,410933.977
K2Se2O7,mp-1190160,6.92616808,5.0137,411993.074,405868.702,411993.074
InBO3,mp-7027,7.984869846666667,4.725300000000001,413175.13,405902.892,413175.13
K4Na2TeO6,mp-557698,9.09260986,3.9839,413511.716,403399.17,413511.716
Cu(RhSe2)2,mp-15614,1.84717026,0.0,416213.533,415196.27,416213.533
La2ZrS5,mp-1198687,20.815702106666663,1.8660999999999996,416734.006,410994.816,416734.006
Ba(AgS)2,mp-8579,15.459318723333332,1.9709,418932.878,418206.56,418932.878
K4V2O7,mp-557105,8.235575173333334,4.817,419920.344,409048.442,419920.344
KLi6BiO6,mp-23582,11.490199846666666,3.0327,420769.632,420257.353,420769.632
Li3VO4,mp-19219,6.74438984,5.4888,426121.215,422891.774,426121.215
KBaBiTeO6,mp-1040443,26.14998519333333,2.4553,429506.285,423193.906,429506.285
Cs2TeO4,mp-669353,6.62996235,4.7316,429781.565,412199.091,429781.565
LiAsO3,mp-9657,10.39672839,5.5246,431757.709,431718.086,431757.709
NbS3,mp-1190583,1.00167885,0.0,432445.918,432102.328,432445.918
TlGaSe2,mp-17254,16.95600291666667,1.9144,432848.254,417167.127,432848.254
In2HgS4,mp-22356,18.14743742,1.5609000000000002,433289.123,433037.208,433289.123
K2Hg3Se4,mp-1212008,22.77556201666667,2.0507,433352.467,423805.013,433352.467
GePbS3,mp-624190,14.140676459999998,2.6626000000000003,433908.934,418757.634,433908.934
KY(SeO3)2,mp-1194569,8.984357303333333,5.5668,435206.911,382550.171,435206.911
K3SbSe3,mp-17538,7.366603319999999,3.1071,435415.521,434729.414,435415.521
K2Ni3Se4,mp-1188089,48897.89141398,1.945,379727.098,435709.09,435709.09
RhS2,mp-22555,2.1380917,0.0,437040.57,439421.0,439421.0
La3InS6,mp-540877,19.086464483333334,1.79,443621.715,422909.197,443621.715
Ba2ZnGe2O7,mp-1190949,8.545597526666667,4.9798,443649.399,427563.237,443649.399
Y2CdS4,mp-35785,13.7098472,2.1014,444480.68,441866.591,444480.68
SrCdAs2O7,mp-1190367,9.789381060000002,4.3133,444512.244,440363.339,444512.244
Rb6HgS4,mp-1190842,7.781948553333335,2.6316,445559.985,433503.168,445559.985
SrTeO4,mp-4274,8.798472929999999,4.014099999999999,445742.943,440244.868,445742.943
Cs4Sb2O5,mp-553374,7.59241596,3.902600000000001,447528.629,441872.042,447528.629
Rb2NbCuSe4,mp-15222,7.401105496666666,2.5904,448611.85,426841.586,448611.85
K2MoO4,mp-18914,7.288322346666666,5.9289,449148.48,442349.978,449148.48
KAgTeS3,mp-1211783,12.507421139999998,2.5888,451240.175,436425.313,451240.175
Tl3AsO4,mp-15573,11.48974846,3.3499000000000003,453394.33,450767.334,453394.33
Na2GaPCO7,mp-768120,5.999698033333334,6.0345,458014.29,440674.546,458014.29
